id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
6287,0.0,No,8.0,4.0,No,7.0,3.0,Extrovert
6288,0.0,No,9.0,5.0,No,9.0,5.0,Extrovert
6289,,Yes,2.0,1.0,Yes,0.0,2.0,Introvert
6290,7.0,Yes,3.0,3.0,Yes,3.0,2.0,Introvert
6291,1.0,No,9.0,3.0,No,9.0,3.0,Extrovert
6292,3.0,No,7.0,7.0,No,,9.0,Extrovert
6293,3.0,,4.0,3.0,No,11.0,3.0,Extrovert
6294,1.0,No,6.0,6.0,No,4.0,9.0,Extrovert
6295,3.0,No,8.0,7.0,No,5.0,5.0,Extrovert
6296,3.0,No,7.0,7.0,No,12.0,6.0,Extrovert
6297,1.0,No,8.0,4.0,No,4.0,6.0,Extrovert
6298,2.0,No,,5.0,No,11.0,8.0,Extrovert
6299,8.0,,0.0,,Yes,0.0,,Introvert
6300,1.0,,9.0,6.0,No,15.0,4.0,Extrovert
6301,1.0,No,6.0,3.0,No,9.0,8.0,Extrovert
6302,1.0,No,3.0,4.0,No,9.0,6.0,Extrovert
6303,0.0,No,8.0,7.0,No,,9.0,Extrovert
6304,0.0,No,4.0,3.0,,10.0,4.0,Extrovert
6305,10.0,,0.0,3.0,Yes,3.0,1.0,Introvert
6306,3.0,No,6.0,5.0,No,15.0,5.0,Introvert
6307,2.0,No,4.0,,No,7.0,7.0,Extrovert
6308,2.0,No,9.0,7.0,No,4.0,5.0,Extrovert
6309,0.0,No,9.0,3.0,No,5.0,4.0,Extrovert
6310,3.0,No,8.0,6.0,No,7.0,9.0,Extrovert
6311,7.0,Yes,3.0,0.0,Yes,0.0,0.0,Introvert
6312,4.0,Yes,3.0,2.0,,5.0,1.0,Introvert
6313,7.0,Yes,0.0,,Yes,0.0,0.0,Introvert
6314,3.0,,6.0,6.0,No,7.0,4.0,Extrovert
6315,,No,8.0,4.0,No,8.0,7.0,Extrovert
6316,,No,7.0,4.0,No,4.0,5.0,Extrovert
6317,1.0,No,8.0,3.0,No,15.0,6.0,Extrovert
6318,6.0,Yes,0.0,2.0,Yes,2.0,0.0,Introvert
6319,,No,9.0,,No,15.0,3.0,Extrovert
6320,1.0,No,6.0,,No,6.0,10.0,Extrovert
6321,7.0,Yes,0.0,2.0,,4.0,1.0,Introvert
6322,7.0,Yes,,0.0,Yes,5.0,0.0,Introvert
6323,9.0,,3.0,0.0,Yes,0.0,0.0,Introvert
6324,4.0,No,8.0,6.0,No,7.0,3.0,Extrovert
6325,2.0,No,7.0,3.0,No,,3.0,Extrovert
6326,,No,9.0,4.0,No,12.0,3.0,Extrovert
6327,0.0,No,7.0,5.0,No,13.0,6.0,Extrovert
6328,1.0,No,3.0,6.0,No,6.0,6.0,Extrovert
6329,3.0,,9.0,4.0,No,11.0,6.0,Extrovert
6330,0.0,No,9.0,5.0,No,12.0,6.0,Extrovert
6331,6.0,Yes,0.0,3.0,Yes,5.0,2.0,Introvert
6332,2.0,No,,4.0,No,11.0,3.0,Extrovert
6333,2.0,,7.0,6.0,No,11.0,3.0,Extrovert
6334,2.0,No,4.0,,No,6.0,5.0,Extrovert
6335,2.0,No,7.0,3.0,No,11.0,,Extrovert
6336,2.0,No,6.0,7.0,No,6.0,9.0,Extrovert
6337,1.0,No,4.0,,No,6.0,5.0,Extrovert
6338,0.0,No,9.0,4.0,No,15.0,3.0,Extrovert
6339,2.0,No,4.0,7.0,No,14.0,9.0,Extrovert
6340,9.0,Yes,5.0,1.0,Yes,2.0,1.0,Introvert
6341,3.0,No,6.0,4.0,,12.0,1.0,Extrovert
6342,1.0,No,8.0,5.0,,,7.0,Extrovert
6343,7.0,Yes,0.0,,Yes,5.0,0.0,Introvert
6344,,No,3.0,6.0,No,7.0,7.0,Extrovert
6345,3.0,No,10.0,4.0,No,11.0,7.0,Extrovert
6346,9.0,Yes,1.0,2.0,Yes,,2.0,Introvert
6347,4.0,Yes,0.0,,Yes,2.0,0.0,Introvert
6348,1.0,,5.0,6.0,No,14.0,7.0,Extrovert
6349,0.0,No,7.0,6.0,No,11.0,9.0,Extrovert
6350,4.0,Yes,1.0,1.0,,4.0,2.0,Introvert
6351,5.0,Yes,2.0,1.0,Yes,5.0,0.0,Introvert
6352,,Yes,0.0,,Yes,4.0,,Introvert
6353,5.0,Yes,1.0,0.0,Yes,1.0,1.0,Introvert
6354,0.0,No,4.0,3.0,No,4.0,8.0,Extrovert
6355,8.0,Yes,,1.0,Yes,5.0,2.0,Introvert
6356,9.0,Yes,1.0,1.0,Yes,,2.0,Introvert
6357,0.0,No,9.0,6.0,No,10.0,7.0,Extrovert
6358,2.0,No,5.0,6.0,No,6.0,7.0,Extrovert
6359,0.0,No,5.0,5.0,,15.0,8.0,Extrovert
6360,0.0,No,6.0,6.0,No,10.0,7.0,Extrovert
6361,2.0,No,4.0,4.0,No,4.0,9.0,Extrovert
6362,0.0,No,7.0,3.0,No,11.0,8.0,Extrovert
6363,1.0,No,5.0,5.0,No,6.0,,Extrovert
6364,7.0,,3.0,3.0,Yes,1.0,0.0,Introvert
6365,0.0,No,5.0,7.0,No,15.0,5.0,Extrovert
6366,10.0,Yes,3.0,2.0,,3.0,1.0,Introvert
6367,4.0,No,7.0,5.0,No,13.0,10.0,Extrovert
6368,3.0,No,4.0,4.0,No,7.0,,Extrovert
6369,,No,4.0,5.0,No,4.0,8.0,Extrovert
6370,0.0,No,6.0,5.0,No,10.0,5.0,Extrovert
6371,3.0,No,8.0,3.0,No,15.0,3.0,Extrovert
6372,2.0,No,8.0,3.0,No,8.0,,Extrovert
6373,9.0,Yes,1.0,1.0,Yes,4.0,3.0,Introvert
6374,3.0,No,8.0,6.0,No,6.0,,Extrovert
6375,,Yes,3.0,1.0,,1.0,1.0,Introvert
6376,4.0,Yes,0.0,2.0,,0.0,2.0,Introvert
6377,3.0,No,4.0,4.0,No,9.0,8.0,Extrovert
6378,3.0,No,8.0,5.0,No,6.0,4.0,Extrovert
6379,0.0,No,10.0,6.0,No,14.0,3.0,Extrovert
6380,2.0,No,,3.0,No,12.0,8.0,Extrovert
6381,,No,4.0,5.0,No,11.0,,Extrovert
6382,3.0,No,4.0,4.0,No,15.0,7.0,Extrovert
6383,8.0,Yes,0.0,1.0,,4.0,0.0,Introvert
6384,3.0,,7.0,5.0,No,12.0,6.0,Extrovert
6385,7.0,,2.0,1.0,Yes,5.0,0.0,Introvert
6386,3.0,No,10.0,4.0,No,15.0,3.0,Extrovert
6387,1.0,No,,5.0,No,7.0,4.0,Extrovert
6388,4.0,Yes,3.0,0.0,Yes,4.0,3.0,Introvert
6389,5.0,No,,6.0,No,7.0,5.0,Extrovert
6390,2.0,No,9.0,6.0,No,15.0,9.0,Extrovert
6391,0.0,,6.0,5.0,No,14.0,9.0,Extrovert
6392,10.0,Yes,0.0,1.0,Yes,0.0,1.0,Introvert
6393,3.0,No,8.0,4.0,No,10.0,10.0,Extrovert
6394,2.0,No,6.0,3.0,No,8.0,4.0,Extrovert
6395,3.0,No,8.0,6.0,No,13.0,4.0,Extrovert
6396,0.0,No,7.0,4.0,No,14.0,9.0,Extrovert
6397,0.0,,7.0,3.0,No,15.0,6.0,Extrovert
6398,3.0,,9.0,6.0,No,6.0,6.0,Extrovert
6399,8.0,Yes,1.0,0.0,Yes,4.0,,Introvert
6400,1.0,No,3.0,7.0,No,10.0,4.0,Extrovert
6401,0.0,No,4.0,,,12.0,4.0,Extrovert
6402,,No,6.0,5.0,No,12.0,4.0,Extrovert
6403,2.0,No,7.0,4.0,No,15.0,7.0,Extrovert
6404,1.0,No,7.0,6.0,No,6.0,8.0,Extrovert
6405,9.0,,,1.0,Yes,4.0,1.0,Introvert
6406,3.0,No,,5.0,No,15.0,3.0,Extrovert
6407,11.0,Yes,1.0,2.0,Yes,0.0,1.0,Introvert
6408,3.0,No,9.0,7.0,No,10.0,,Extrovert
6409,0.0,No,9.0,6.0,No,,8.0,Extrovert
6410,2.0,No,7.0,6.0,No,15.0,3.0,Extrovert
6411,2.0,,9.0,4.0,No,7.0,4.0,Extrovert
6412,3.0,No,9.0,3.0,No,13.0,3.0,Extrovert
6413,3.0,No,8.0,5.0,No,15.0,9.0,Extrovert
6414,2.0,No,5.0,7.0,No,14.0,5.0,Extrovert
6415,1.0,No,7.0,7.0,No,14.0,7.0,Extrovert
6416,2.0,,5.0,7.0,No,13.0,5.0,Extrovert
6417,2.0,No,9.0,,No,10.0,7.0,Extrovert
6418,0.0,No,5.0,,No,3.0,,Extrovert
6419,3.0,No,8.0,6.0,No,11.0,6.0,Extrovert
6420,2.0,No,8.0,6.0,No,13.0,6.0,Extrovert
6421,2.0,No,5.0,7.0,No,4.0,7.0,Extrovert
6422,0.0,No,3.0,4.0,No,8.0,4.0,Extrovert
6423,2.0,No,5.0,6.0,,11.0,3.0,Extrovert
6424,7.0,Yes,0.0,2.0,Yes,0.0,1.0,Introvert
6425,1.0,,9.0,4.0,No,10.0,8.0,Extrovert
6426,0.0,No,8.0,4.0,No,11.0,10.0,Extrovert
6427,2.0,No,4.0,4.0,No,,7.0,Extrovert
6428,7.0,Yes,1.0,2.0,Yes,0.0,3.0,Introvert
6429,2.0,No,9.0,3.0,No,,5.0,Extrovert
6430,3.0,No,6.0,6.0,No,8.0,5.0,Extrovert
6431,,No,9.0,6.0,No,7.0,5.0,Extrovert
6432,,No,8.0,5.0,No,15.0,9.0,Extrovert
6433,5.0,,1.0,2.0,Yes,5.0,0.0,Introvert
6434,2.0,No,6.0,7.0,No,11.0,8.0,Extrovert
6435,1.0,No,7.0,3.0,No,13.0,6.0,Extrovert
6436,0.0,No,7.0,6.0,No,8.0,5.0,Extrovert
6437,2.0,No,5.0,5.0,No,15.0,4.0,Extrovert
6438,3.0,No,8.0,5.0,No,14.0,5.0,Extrovert
6439,0.0,No,4.0,7.0,No,8.0,5.0,Extrovert
6440,3.0,No,6.0,6.0,No,9.0,10.0,Extrovert
6441,3.0,,7.0,5.0,No,14.0,9.0,Extrovert
6442,3.0,,,5.0,No,7.0,10.0,Extrovert
6443,11.0,Yes,3.0,1.0,,3.0,2.0,Introvert
6444,0.0,,9.0,3.0,No,7.0,,Extrovert
6445,1.0,No,5.0,5.0,No,7.0,5.0,Extrovert
6446,,No,6.0,6.0,No,8.0,6.0,Extrovert
6447,1.0,No,8.0,7.0,No,8.0,7.0,Extrovert
6448,3.0,No,9.0,6.0,No,8.0,10.0,Extrovert
6449,1.0,No,7.0,5.0,No,10.0,9.0,Extrovert
6450,3.0,No,8.0,6.0,No,8.0,5.0,Extrovert
6451,,No,6.0,4.0,No,11.0,3.0,Extrovert
6452,2.0,,9.0,6.0,No,,9.0,Extrovert
6453,2.0,No,5.0,4.0,No,14.0,9.0,Extrovert
6454,2.0,No,5.0,,No,14.0,7.0,Extrovert
6455,8.0,Yes,1.0,2.0,Yes,5.0,2.0,Introvert
6456,3.0,No,4.0,,No,8.0,3.0,Extrovert
6457,6.0,Yes,3.0,,Yes,5.0,2.0,Introvert
6458,3.0,No,10.0,4.0,No,11.0,6.0,Extrovert
6459,1.0,No,6.0,7.0,No,9.0,6.0,Extrovert
6460,2.0,No,5.0,3.0,No,9.0,9.0,Extrovert
6461,7.0,Yes,3.0,,Yes,1.0,1.0,Introvert
6462,3.0,No,,4.0,No,12.0,9.0,Extrovert
6463,2.0,No,4.0,,No,7.0,4.0,Extrovert
6464,,No,4.0,4.0,No,12.0,5.0,Extrovert
6465,11.0,Yes,3.0,2.0,,1.0,0.0,Introvert
6466,2.0,No,9.0,3.0,No,10.0,6.0,Extrovert
6467,5.0,Yes,0.0,2.0,,2.0,1.0,Introvert
6468,0.0,No,,4.0,No,6.0,7.0,Extrovert
6469,3.0,No,4.0,5.0,No,15.0,7.0,Extrovert
6470,1.0,No,7.0,5.0,No,,9.0,Extrovert
6471,,No,9.0,3.0,No,10.0,5.0,Extrovert
6472,2.0,No,4.0,3.0,No,12.0,9.0,Extrovert
6473,1.0,No,9.0,6.0,No,14.0,6.0,Extrovert
6474,0.0,No,8.0,6.0,No,5.0,9.0,Extrovert
6475,2.0,No,6.0,6.0,No,3.0,6.0,Extrovert
6476,3.0,No,4.0,3.0,No,12.0,6.0,Extrovert
6477,8.0,Yes,3.0,0.0,Yes,1.0,1.0,Extrovert
6478,2.0,No,7.0,5.0,No,11.0,7.0,Extrovert
6479,0.0,No,9.0,6.0,No,11.0,7.0,Extrovert
6480,3.0,No,8.0,6.0,No,7.0,8.0,Extrovert
6481,11.0,Yes,1.0,,Yes,4.0,0.0,Introvert
6482,11.0,Yes,2.0,0.0,Yes,5.0,,Introvert
6483,,,9.0,3.0,No,5.0,3.0,Extrovert
6484,2.0,No,7.0,,No,15.0,3.0,Extrovert
6485,2.0,No,5.0,3.0,No,10.0,3.0,Extrovert
6486,2.0,No,5.0,4.0,No,8.0,9.0,Extrovert
6487,7.0,Yes,2.0,1.0,Yes,3.0,0.0,Introvert
6488,1.0,No,8.0,5.0,No,13.0,8.0,Extrovert
6489,3.0,No,9.0,6.0,No,7.0,,Extrovert
6490,3.0,No,8.0,4.0,No,15.0,6.0,Extrovert
6491,6.0,No,5.0,2.0,Yes,5.0,2.0,Extrovert
6492,0.0,,4.0,5.0,No,10.0,5.0,Extrovert
6493,3.0,No,8.0,4.0,No,14.0,7.0,Extrovert
6494,0.0,No,5.0,6.0,No,7.0,6.0,Extrovert
6495,5.0,Yes,3.0,0.0,Yes,5.0,2.0,Introvert
6496,6.0,,3.0,2.0,Yes,3.0,2.0,Introvert
6497,1.0,No,7.0,5.0,No,12.0,6.0,Extrovert
6498,2.0,,6.0,5.0,No,11.0,8.0,Extrovert
6499,11.0,Yes,3.0,,Yes,2.0,2.0,Introvert
6500,3.0,,5.0,3.0,No,10.0,5.0,Extrovert
6501,2.0,No,6.0,3.0,No,14.0,7.0,Extrovert
6502,6.0,Yes,2.0,1.0,Yes,0.0,2.0,Introvert
6503,0.0,No,9.0,4.0,No,8.0,9.0,Extrovert
6504,0.0,No,7.0,4.0,No,12.0,7.0,Extrovert
6505,4.0,No,7.0,7.0,No,,9.0,Extrovert
6506,1.0,No,8.0,5.0,No,15.0,7.0,Extrovert
6507,2.0,No,5.0,7.0,No,9.0,10.0,Extrovert
6508,3.0,No,6.0,7.0,No,14.0,5.0,Extrovert
6509,3.0,No,8.0,6.0,No,6.0,8.0,Extrovert
6510,3.0,No,10.0,4.0,No,8.0,9.0,Extrovert
6511,1.0,No,4.0,7.0,No,10.0,3.0,Extrovert
6512,10.0,Yes,0.0,,Yes,5.0,3.0,Introvert
6513,2.0,No,9.0,5.0,No,10.0,7.0,Extrovert
6514,11.0,Yes,2.0,1.0,,4.0,,Introvert
6515,2.0,No,5.0,6.0,No,7.0,9.0,Extrovert
6516,3.0,No,9.0,5.0,No,5.0,4.0,Extrovert
6517,3.0,No,9.0,6.0,No,10.0,6.0,Extrovert
6518,0.0,,8.0,4.0,No,13.0,4.0,Extrovert
6519,6.0,Yes,3.0,,Yes,4.0,2.0,Introvert
6520,1.0,,,5.0,No,12.0,3.0,Extrovert
6521,11.0,Yes,2.0,,,1.0,0.0,Introvert
6522,1.0,No,,7.0,No,8.0,9.0,Extrovert
6523,2.0,No,8.0,3.0,No,7.0,3.0,Extrovert
6524,1.0,No,6.0,7.0,No,3.0,6.0,Extrovert
6525,8.0,Yes,3.0,0.0,,1.0,1.0,Introvert
6526,1.0,No,6.0,,No,6.0,1.0,Extrovert
6527,2.0,,4.0,4.0,No,5.0,3.0,Extrovert
6528,6.0,Yes,0.0,2.0,Yes,4.0,2.0,Introvert
6529,0.0,No,,3.0,No,15.0,7.0,Extrovert
6530,1.0,No,10.0,3.0,No,7.0,,Extrovert
6531,0.0,No,9.0,3.0,No,12.0,4.0,Extrovert
6532,2.0,No,4.0,,No,13.0,9.0,Extrovert
6533,1.0,No,7.0,3.0,No,4.0,3.0,Extrovert
6534,4.0,Yes,0.0,1.0,Yes,0.0,,Introvert
6535,3.0,No,6.0,7.0,No,11.0,6.0,Extrovert
6536,3.0,No,7.0,7.0,No,9.0,6.0,Extrovert
6537,2.0,No,6.0,6.0,No,13.0,3.0,Extrovert
6538,4.0,No,8.0,5.0,No,11.0,6.0,Extrovert
6539,1.0,No,4.0,5.0,No,6.0,,Extrovert
6540,1.0,No,5.0,5.0,No,11.0,10.0,Extrovert
6541,5.0,Yes,3.0,2.0,Yes,,0.0,Introvert
6542,0.0,No,9.0,5.0,No,10.0,7.0,Extrovert
6543,11.0,Yes,3.0,2.0,Yes,0.0,0.0,Introvert
6544,2.0,No,5.0,6.0,No,6.0,5.0,Extrovert
6545,3.0,,4.0,7.0,No,,7.0,Extrovert
6546,2.0,No,7.0,,No,4.0,7.0,Extrovert
6547,10.0,Yes,,0.0,Yes,4.0,1.0,Introvert
6548,10.0,Yes,2.0,,Yes,1.0,0.0,Introvert
6549,5.0,No,7.0,7.0,No,8.0,4.0,Introvert
6550,0.0,No,9.0,5.0,No,7.0,9.0,Extrovert
6551,2.0,No,10.0,4.0,No,8.0,4.0,Extrovert
6552,3.0,No,3.0,7.0,No,,5.0,Extrovert
6553,,No,6.0,6.0,No,7.0,3.0,Extrovert
6554,1.0,No,,6.0,No,,5.0,Extrovert
6555,0.0,No,4.0,5.0,No,13.0,4.0,Extrovert
6556,0.0,No,5.0,3.0,No,7.0,7.0,Extrovert
6557,1.0,No,4.0,,No,7.0,7.0,Extrovert
6558,0.0,No,9.0,4.0,No,6.0,8.0,Extrovert
6559,0.0,No,3.0,4.0,No,12.0,7.0,Extrovert
6560,1.0,No,6.0,7.0,No,7.0,7.0,Extrovert
6561,0.0,No,8.0,3.0,No,6.0,9.0,Extrovert
6562,1.0,,7.0,5.0,No,6.0,7.0,Extrovert
6563,,No,5.0,5.0,No,14.0,7.0,Extrovert
6564,3.0,No,8.0,3.0,No,9.0,,Extrovert
6565,0.0,No,5.0,4.0,No,,9.0,Extrovert
6566,1.0,No,7.0,5.0,,6.0,7.0,Extrovert
6567,9.0,Yes,3.0,1.0,Yes,4.0,1.0,Introvert
6568,2.0,No,9.0,3.0,No,7.0,3.0,Extrovert
6569,0.0,No,4.0,4.0,No,5.0,8.0,Extrovert
6570,1.0,No,7.0,4.0,No,6.0,8.0,Extrovert
6571,2.0,No,7.0,5.0,No,15.0,4.0,Extrovert
6572,11.0,Yes,3.0,2.0,,1.0,1.0,Introvert
6573,0.0,No,5.0,6.0,No,13.0,5.0,Extrovert
6574,4.0,No,6.0,7.0,No,6.0,5.0,Extrovert
6575,2.0,No,6.0,6.0,No,14.0,6.0,Extrovert
6576,6.0,Yes,6.0,2.0,Yes,3.0,1.0,Introvert
6577,,No,7.0,4.0,No,6.0,6.0,Extrovert
6578,0.0,No,7.0,6.0,No,11.0,6.0,Extrovert
6579,0.0,No,7.0,,No,11.0,3.0,Extrovert
6580,3.0,No,6.0,3.0,No,7.0,8.0,Extrovert
6581,0.0,No,,6.0,No,13.0,7.0,Extrovert
6582,2.0,,8.0,3.0,No,11.0,,Extrovert
6583,1.0,No,5.0,3.0,No,14.0,3.0,Extrovert
6584,2.0,,6.0,3.0,No,12.0,3.0,Extrovert
6585,8.0,Yes,2.0,3.0,Yes,0.0,0.0,Introvert
6586,0.0,No,9.0,5.0,No,14.0,8.0,Extrovert
6587,6.0,,0.0,1.0,Yes,0.0,1.0,Introvert
6588,2.0,No,4.0,6.0,,5.0,5.0,Extrovert
6589,3.0,No,8.0,3.0,No,13.0,6.0,Extrovert
6590,4.0,No,6.0,5.0,No,11.0,,Extrovert
6591,6.0,Yes,0.0,2.0,Yes,3.0,3.0,Introvert
6592,1.0,No,9.0,3.0,,8.0,7.0,Extrovert
6593,0.0,No,7.0,3.0,No,8.0,7.0,Introvert
6594,7.0,Yes,2.0,1.0,,5.0,2.0,Introvert
6595,11.0,Yes,0.0,0.0,Yes,2.0,3.0,Introvert
6596,2.0,No,10.0,4.0,No,8.0,9.0,Extrovert
6597,2.0,No,9.0,4.0,No,14.0,10.0,Extrovert
6598,,No,5.0,4.0,No,9.0,,Extrovert
6599,2.0,,8.0,3.0,No,10.0,6.0,Extrovert
6600,7.0,Yes,1.0,1.0,Yes,4.0,,Introvert
6601,1.0,No,3.0,4.0,No,5.0,5.0,Extrovert
6602,0.0,No,9.0,5.0,No,,3.0,Extrovert
6603,3.0,No,8.0,,No,9.0,7.0,Extrovert
6604,6.0,Yes,1.0,0.0,,2.0,1.0,Introvert
6605,10.0,Yes,1.0,2.0,,2.0,0.0,Extrovert
6606,,No,8.0,4.0,No,7.0,5.0,Extrovert
6607,2.0,No,9.0,5.0,No,,4.0,Extrovert
6608,10.0,Yes,1.0,2.0,Yes,3.0,3.0,Introvert
6609,1.0,No,6.0,3.0,No,13.0,8.0,Extrovert
6610,0.0,No,5.0,,No,14.0,3.0,Extrovert
6611,3.0,No,7.0,7.0,No,8.0,2.0,Extrovert
6612,0.0,No,10.0,5.0,No,8.0,6.0,Extrovert
6613,3.0,,5.0,6.0,No,11.0,5.0,Extrovert
6614,2.0,No,7.0,,No,14.0,3.0,Extrovert
6615,8.0,Yes,1.0,,Yes,5.0,2.0,Introvert
6616,0.0,No,4.0,3.0,No,15.0,10.0,Extrovert
6617,1.0,No,4.0,5.0,No,14.0,9.0,Extrovert
6618,0.0,,9.0,3.0,No,11.0,8.0,Extrovert
6619,1.0,No,8.0,5.0,No,9.0,8.0,Extrovert
6620,,No,4.0,5.0,No,11.0,5.0,Extrovert
6621,3.0,No,10.0,4.0,No,13.0,8.0,Extrovert
6622,0.0,,9.0,3.0,No,10.0,6.0,Extrovert
6623,0.0,No,4.0,6.0,No,14.0,6.0,Extrovert
6624,9.0,Yes,3.0,1.0,Yes,,0.0,Introvert
6625,5.0,Yes,,0.0,Yes,4.0,2.0,Introvert
6626,1.0,No,7.0,5.0,,13.0,,Extrovert
6627,,No,3.0,5.0,No,7.0,5.0,Extrovert
6628,10.0,Yes,3.0,0.0,Yes,6.0,0.0,Introvert
6629,1.0,No,8.0,4.0,No,2.0,5.0,Extrovert
6630,7.0,Yes,3.0,2.0,,3.0,2.0,Introvert
6631,2.0,,8.0,6.0,No,9.0,7.0,Extrovert
6632,6.0,Yes,2.0,,Yes,4.0,1.0,Introvert
6633,3.0,No,4.0,5.0,No,9.0,10.0,Extrovert
6634,4.0,Yes,3.0,0.0,Yes,4.0,2.0,Introvert
6635,6.0,Yes,1.0,1.0,,0.0,1.0,Introvert
6636,7.0,Yes,3.0,0.0,,0.0,2.0,Introvert
6637,2.0,,7.0,6.0,No,6.0,4.0,Extrovert
6638,3.0,No,9.0,7.0,No,8.0,6.0,Extrovert
6639,8.0,Yes,3.0,0.0,Yes,10.0,0.0,Introvert
6640,0.0,No,8.0,4.0,No,13.0,9.0,Extrovert
6641,1.0,No,4.0,3.0,,8.0,7.0,Extrovert
6642,3.0,No,9.0,6.0,No,14.0,5.0,Extrovert
6643,0.0,No,7.0,3.0,No,14.0,7.0,Extrovert
6644,3.0,No,6.0,7.0,No,8.0,6.0,Extrovert
6645,9.0,Yes,2.0,1.0,Yes,1.0,2.0,Introvert
6646,10.0,Yes,1.0,2.0,Yes,5.0,2.0,Introvert
6647,3.0,No,4.0,6.0,No,14.0,,Extrovert
6648,7.0,Yes,1.0,2.0,,3.0,0.0,Introvert
6649,7.0,Yes,,1.0,Yes,3.0,2.0,Introvert
6650,4.0,No,8.0,7.0,No,8.0,9.0,Extrovert
6651,3.0,No,7.0,,No,8.0,7.0,Extrovert
6652,0.0,No,3.0,4.0,No,10.0,4.0,Extrovert
6653,2.0,No,7.0,4.0,No,13.0,4.0,Extrovert
6654,2.0,No,7.0,,No,9.0,7.0,Extrovert
6655,2.0,No,10.0,6.0,No,8.0,9.0,Extrovert
6656,0.0,No,4.0,7.0,No,12.0,6.0,Extrovert
6657,1.0,No,9.0,6.0,No,,4.0,Extrovert
6658,4.0,No,8.0,6.0,No,6.0,3.0,Extrovert
6659,9.0,Yes,2.0,0.0,,5.0,1.0,Introvert
6660,1.0,No,9.0,5.0,No,12.0,3.0,Extrovert
6661,4.0,Yes,,2.0,Yes,0.0,0.0,Introvert
6662,10.0,Yes,2.0,4.0,Yes,3.0,9.0,Introvert
6663,8.0,Yes,1.0,2.0,,5.0,0.0,Introvert
6664,4.0,Yes,1.0,0.0,Yes,5.0,2.0,Introvert
6665,1.0,No,1.0,4.0,No,8.0,5.0,Extrovert
6666,5.0,Yes,1.0,1.0,Yes,,0.0,Introvert
6667,0.0,No,6.0,7.0,No,5.0,7.0,Introvert
6668,3.0,No,10.0,6.0,,8.0,8.0,Extrovert
6669,0.0,No,5.0,,,12.0,8.0,Extrovert
6670,2.0,No,5.0,7.0,No,9.0,9.0,Introvert
6671,2.0,No,6.0,6.0,No,7.0,8.0,Extrovert
6672,0.0,No,4.0,7.0,No,7.0,5.0,Extrovert
6673,9.0,Yes,,2.0,Yes,3.0,,Introvert
6674,1.0,No,6.0,,No,7.0,4.0,Extrovert
6675,1.0,No,4.0,6.0,No,12.0,8.0,Extrovert
6676,6.0,,0.0,0.0,Yes,1.0,1.0,Introvert
6677,3.0,No,6.0,6.0,No,5.0,5.0,Extrovert
6678,2.0,No,8.0,5.0,No,,4.0,Extrovert
6679,5.0,Yes,2.0,3.0,Yes,0.0,0.0,Introvert
6680,,No,9.0,,No,6.0,6.0,Extrovert
6681,1.0,No,9.0,6.0,No,8.0,9.0,Extrovert
6682,10.0,Yes,3.0,3.0,Yes,0.0,0.0,Introvert
6683,,No,7.0,4.0,No,10.0,6.0,Extrovert
6684,0.0,No,9.0,4.0,No,14.0,3.0,Extrovert
6685,10.0,Yes,0.0,0.0,,4.0,1.0,Introvert
6686,2.0,No,9.0,3.0,No,14.0,4.0,Extrovert
6687,1.0,No,4.0,7.0,No,10.0,8.0,Extrovert
6688,8.0,Yes,3.0,1.0,Yes,,2.0,Introvert
6689,3.0,,8.0,6.0,No,11.0,3.0,Extrovert
6690,11.0,Yes,,2.0,Yes,4.0,3.0,Introvert
6691,0.0,No,6.0,6.0,No,11.0,,Extrovert
6692,1.0,No,4.0,3.0,No,9.0,3.0,Extrovert
6693,1.0,No,4.0,3.0,No,9.0,9.0,Extrovert
6694,,No,6.0,6.0,No,4.0,8.0,Extrovert
6695,7.0,Yes,3.0,2.0,Yes,5.0,2.0,Introvert
6696,7.0,,0.0,0.0,Yes,3.0,2.0,Introvert
6697,3.0,No,9.0,7.0,No,,7.0,Extrovert
6698,1.0,No,8.0,7.0,No,6.0,7.0,Introvert
6699,3.0,,7.0,7.0,No,15.0,3.0,Extrovert
6700,0.0,No,6.0,5.0,No,8.0,8.0,Extrovert
6701,7.0,Yes,1.0,3.0,Yes,5.0,3.0,Introvert
6702,3.0,No,,4.0,No,11.0,6.0,Extrovert
6703,3.0,No,10.0,4.0,No,8.0,5.0,Extrovert
6704,0.0,No,5.0,5.0,No,14.0,3.0,Extrovert
6705,2.0,No,7.0,7.0,No,10.0,3.0,Extrovert
6706,3.0,No,6.0,7.0,No,14.0,8.0,Extrovert
6707,3.0,,9.0,5.0,No,13.0,4.0,Extrovert
6708,11.0,Yes,2.0,0.0,Yes,2.0,2.0,Introvert
6709,1.0,No,5.0,6.0,No,,6.0,Extrovert
6710,3.0,No,4.0,4.0,No,9.0,4.0,Extrovert
6711,4.0,Yes,4.0,1.0,Yes,2.0,1.0,Introvert
6712,5.0,Yes,2.0,2.0,Yes,4.0,3.0,Introvert
6713,0.0,No,7.0,6.0,No,12.0,5.0,Extrovert
6714,5.0,Yes,0.0,,Yes,5.0,0.0,Introvert
6715,2.0,No,6.0,4.0,No,11.0,7.0,Extrovert
6716,9.0,Yes,3.0,2.0,Yes,1.0,3.0,Introvert
